0	n	p
0.0562	2.44023365299E-10	7.36216166771E-11
0.0563	2.44815027196E-10	7.38502494919E-11
0.0564	2.45609244757E-10	7.40795902219E-11
0.0565	2.46406026178E-10	7.43096410481E-11
0.0566	2.47205379641E-10	7.45404041616E-11
0.0567	2.48007313425E-10	7.47718817561E-11
0.0568	2.48811835773E-10	7.50040760341E-11
0.0569	2.49618955003E-10	7.52369892064E-11
0.057	2.50428679393E-10	7.54706234860E-11
0.0571	2.51241017340E-10	7.57049810970E-11
0.0572	2.52055977191E-10	7.59400642700E-11
0.0573	2.52873567316E-10	7.61758752383E-11
0.0574	2.53693796189E-10	7.64124162477E-11
0.0575	2.54516672250E-10	7.66496895464E-11
0.0576	2.55342203962E-10	7.68876973917E-11
0.0577	2.56170399830E-10	7.71264420472E-11
0.0578	2.57001268402E-10	7.73659257847E-11
0.0579	2.57834818234E-10	7.76061508802E-11
0.058	2.58671057896E-10	7.78471196188E-11
0.0581	2.59509996029E-10	7.80888342916E-11
0.0582	2.60351641268E-10	7.83312971993E-11
0.0583	2.61196002245E-10	7.85745106443E-11
0.0584	2.62043087696E-10	7.88184769419E-11
0.0585	2.62892906338E-10	7.90631984099E-11
0.0586	2.63745466928E-10	7.93086773769E-11
0.0587	2.64600778205E-10	7.95549161756E-11
0.0588	2.65458849042E-10	7.98019171477E-11
0.0589	2.66319688199E-10	8.00496826413E-11
0.059	2.67183304591E-10	8.02982150111E-11
0.0591	2.68049707077E-10	8.05475166219E-11
0.0592	2.68918904626E-10	8.07975898402E-11
0.0593	2.69790906121E-10	8.10484370471E-11
0.0594	2.70665720553E-10	8.13000606235E-11
0.0595	2.71543356970E-10	8.15524629628E-11
0.0596	2.72423824357E-10	8.18056464642E-11
0.0597	2.73307131800E-10	8.20596135342E-11
0.0598	2.74193288352E-10	8.23143665844E-11
0.0599	2.75082303160E-10	8.25699080390E-11
0.06	2.75974185394E-10	8.28262403238E-11
0.0601	2.76868944174E-10	8.30833658769E-11
0.0602	2.77766588730E-10	8.33412871401E-11
0.0603	2.78667128334E-10	8.36000065650E-11
0.0604	2.79570572174E-10	8.38595266100E-11
0.0605	2.80476929596E-10	8.41198497398E-11
0.0606	2.81386209892E-10	8.43809784302E-11
0.0607	2.82298422465E-10	8.46429151602E-11
0.0608	2.83213576617E-10	8.49056624181E-11
0.0609	2.84131681823E-10	8.51692227020E-11
0.061	2.85052747490E-10	8.54335985141E-11
0.0611	2.85976783087E-10	8.56987923658E-11
0.0612	2.86903798145E-10	8.59648067785E-11
0.0613	2.87833802173E-10	8.62316442755E-11
0.0614	2.88766804694E-10	8.64993073941E-11
0.0615	2.89702815375E-10	8.67677986751E-11
0.0616	2.90641843780E-10	8.70371206699E-11
0.0617	2.91583899554E-10	8.73072759357E-11
0.0618	2.92528992434E-10	8.75782670378E-11
0.0619	2.93477132073E-10	8.78500965501E-11
0.062	2.94428328254E-10	8.81227670538E-11
0.0621	2.95382590704E-10	8.83962811393E-11
0.0622	2.96339929280E-10	8.86706414020E-11
0.0623	2.97300353806E-10	8.89458504487E-11
0.0624	2.98263874098E-10	8.92219108919E-11
0.0625	2.99230500120E-10	8.94988253521E-11
0.0626	3.00200241752E-10	8.97765964594E-11
0.0627	3.01173108984E-10	9.00552268505E-11
0.0628	3.02149111790E-10	9.03347191701E-11
0.0629	3.03128260205E-10	9.06150760723E-11
0.063	3.04110564262E-10	9.08963002186E-11
0.0631	3.05096034075E-10	9.11783942781E-11
0.0632	3.06084679756E-10	9.14613609277E-11
0.0633	3.07076511429E-10	9.17452028547E-11
0.0634	3.08071539301E-10	9.20299227528E-11
0.0635	3.09069773595E-10	9.23155233233E-11
0.0636	3.10071224525E-10	9.26020072788E-11
0.0637	3.11075902379E-10	9.28893773361E-11
0.0638	3.12083817502E-10	9.31776362231E-11
0.0639	3.13094980191E-10	9.34667866754E-11
0.064	3.14109400839E-10	9.37568314365E-11
0.0641	3.15127089874E-10	9.40477732601E-11
0.0642	3.16148057719E-10	9.43396149046E-11
0.0643	3.17172314846E-10	9.46323591397E-11
0.0644	3.18199871761E-10	9.49260087436E-11
0.0645	3.19230739033E-10	9.52205665029E-11
0.0646	3.20264927198E-10	9.55160352108E-11
0.0647	3.21302446892E-10	9.58124176697E-11
0.0648	3.22343308728E-10	9.61097166933E-11
0.0649	3.23387523409E-10	9.64079351002E-11
0.065	3.24435101649E-10	9.67070757197E-11
0.0651	3.25486054126E-10	9.70071413901E-11
0.0652	3.26540391710E-10	9.73081349559E-11
0.0653	3.27598125125E-10	9.76100592729E-11
0.0654	3.28659265271E-10	9.79129172041E-11
0.0655	3.29723823010E-10	9.82167116226E-11
0.0656	3.30791809236E-10	9.85214454077E-11
0.0657	3.31863234914E-10	9.88271214519E-11
0.0658	3.32938111039E-10	9.91337426508E-11
0.0659	3.34016448588E-10	9.94413119146E-11
0.066	3.35098258646E-10	9.97498321582E-11
0.0661	3.36183552269E-10	1.00059306306E-10
0.0662	3.37272340611E-10	1.00369737295E-10
0.0663	3.38364634799E-10	1.00681128066E-10
0.0664	3.39460446031E-10	1.00993481571E-10
0.0665	3.40559785542E-10	1.01306800772E-10
0.0666	3.41662664580E-10	1.01621088640E-10
0.0667	3.42769094446E-10	1.01936348153E-10
0.0668	3.43879086476E-10	1.02252582300E-10
0.0669	3.44992652041E-10	1.02569794077E-10
0.067	3.46109802525E-10	1.02887986493E-10
0.0671	3.47230549372E-10	1.03207162562E-10
0.0672	3.48354904086E-10	1.03527325310E-10
0.0673	3.49482878146E-10	1.03848477769E-10
0.0674	3.50614483109E-10	1.04170622987E-10
0.0675	3.51749730576E-10	1.04493764012E-10
0.0676	3.52888632122E-10	1.04817903908E-10
0.0677	3.54031199471E-10	1.05143045747E-10
0.0678	3.55177444253E-10	1.05469192609E-10
0.0679	3.56327378225E-10	1.05796347584E-10
0.068	3.57481013178E-10	1.06124513772E-10
0.0681	3.58638360870E-10	1.06453694283E-10
0.0682	3.59799433163E-10	1.06783892233E-10
0.0683	3.60964241959E-10	1.07115110753E-10
0.0684	3.62132799156E-10	1.07447352979E-10
0.0685	3.63305116691E-10	1.07780622057E-10
0.0686	3.64481206554E-10	1.08114921146E-10
0.0687	3.65661080809E-10	1.08450253411E-10
0.0688	3.66844751520E-10	1.08786622030E-10
0.0689	3.68032230729E-10	1.09124030187E-10
0.069	3.69223530670E-10	1.09462481076E-10
0.0691	3.70418663438E-10	1.09801977905E-10
0.0692	3.71617641339E-10	1.10142523888E-10
0.0693	3.72820476546E-10	1.10484122249E-10
0.0694	3.74027181398E-10	1.10826776224E-10
0.0695	3.75237768240E-10	1.11170489056E-10
0.0696	3.76452249426E-10	1.11515264000E-10
0.0697	3.77670637359E-10	1.11861104321E-10
0.0698	3.78892944525E-10	1.12208013292E-10
0.0699	3.80119183401E-10	1.12555994198E-10
0.07	3.81349366474E-10	1.12905050333E-10
0.0701	3.82583506389E-10	1.13255185000E-10
0.0702	3.83821615678E-10	1.13606401515E-10
0.0703	3.85063707075E-10	1.13958703203E-10
0.0704	3.86309793169E-10	1.14312093396E-10
0.0705	3.87559886757E-10	1.14666575441E-10
0.0706	3.88814000598E-10	1.15022152691E-10
0.0707	3.90072147507E-10	1.15378828514E-10
0.0708	3.91334340265E-10	1.15736606282E-10
0.0709	3.92600591862E-10	1.16095489383E-10
0.071	3.93870915134E-10	1.16455481212E-10
0.0711	3.95145323133E-10	1.16816585176E-10
0.0712	3.96423828793E-10	1.17178804691E-10
0.0713	3.97706445223E-10	1.17542143185E-10
0.0714	3.98993185496E-10	1.17906604095E-10
0.0715	4.00284062743E-10	1.18272190867E-10
0.0716	4.01579090112E-10	1.18638906964E-10
0.0717	4.02878280876E-10	1.19006755852E-10
0.0718	4.04181648264E-10	1.19375741011E-10
0.0719	4.05489205546E-10	1.19745865931E-10
0.072	4.06800966095E-10	1.20117134115E-10
0.0721	4.08116943318E-10	1.20489549072E-10
0.0722	4.09437150570E-10	1.20863114325E-10
0.0723	4.10761601403E-10	1.21237833408E-10
0.0724	4.12090309227E-10	1.21613709863E-10
0.0725	4.13423287679E-10	1.21990747246E-10
0.0726	4.14760550313E-10	1.22368949122E-10
0.0727	4.16102110763E-10	1.22748319066E-10
0.0728	4.17447982729E-10	1.23128860667E-10
0.0729	4.18798179927E-10	1.23510577522E-10
0.073	4.20152716098E-10	1.23893473239E-10
0.0731	4.21511605065E-10	1.24277551440E-10
0.0732	4.22874860730E-10	1.24662815755E-10
0.0733	4.24242496879E-10	1.25049269824E-10
0.0734	4.25614527559E-10	1.25436917304E-10
0.0735	4.26990966659E-10	1.25825761857E-10
0.0736	4.28371828313E-10	1.26215807158E-10
0.0737	4.29757126474E-10	1.26607056894E-10
0.0738	4.31146875359E-10	1.26999514764E-10
0.0739	4.32541089027E-10	1.27393184476E-10
0.074	4.33939781781E-10	1.27788069750E-10
0.0741	4.35342967787E-10	1.28184174318E-10
0.0742	4.36750661392E-10	1.28581501923E-10
0.0743	4.38162876909E-10	1.28980056319E-10
0.0744	4.39579628692E-10	1.29379841274E-10
0.0745	4.41000931221E-10	1.29780860562E-10
0.0746	4.42426798957E-10	1.30183117975E-10
0.0747	4.43857246365E-10	1.30586617310E-10
0.0748	4.45292288078E-10	1.30991362381E-10
0.0749	4.46731938647E-10	1.31397357012E-10
0.075	4.48176212771E-10	1.31804605036E-10
0.0751	4.49625125113E-10	1.32213110302E-10
0.0752	4.51078690439E-10	1.32622876666E-10
0.0753	4.52536923540E-10	1.33033908001E-10
0.0754	4.53999839254E-10	1.33446208186E-10
0.0755	4.55467452461E-10	1.33859781119E-10
0.0756	4.56939778107E-10	1.34274630700E-10
0.0757	4.58416831122E-10	1.34690760851E-10
0.0758	4.59898626585E-10	1.35108175501E-10
0.0759	4.61385179556E-10	1.35526878589E-10
0.076	4.62876505122E-10	1.35946874070E-10
0.0761	4.64372618499E-10	1.36368165908E-10
0.0762	4.65873534863E-10	1.36790758083E-10
0.0763	4.67379269501E-10	1.37214654583E-10
0.0764	4.68889837704E-10	1.37639859409E-10
0.0765	4.70405254806E-10	1.38066376576E-10
0.0766	4.71925536277E-10	1.38494210110E-10
0.0767	4.73450697502E-10	1.38923364048E-10
0.0768	4.74980754042E-10	1.39353842443E-10
0.0769	4.76515721399E-10	1.39785649354E-10
0.077	4.78055615183E-10	1.40218788860E-10
0.0771	4.79600451074E-10	1.40653265048E-10
0.0772	4.81150244718E-10	1.41089082016E-10
0.0773	4.82705011905E-10	1.41526243877E-10
0.0774	4.84264768400E-10	1.41964754759E-10
0.0775	4.85829530066E-10	1.42404618795E-10
0.0776	4.87399312761E-10	1.42845840138E-10
0.0777	4.88974132493E-10	1.43288422951E-10
0.0778	4.90554005189E-10	1.43732371406E-10
0.0779	4.92138946911E-10	1.44177689696E-10
0.078	4.93728973791E-10	1.44624382018E-10
0.0781	4.95324101901E-10	1.45072452587E-10
0.0782	4.96924347514E-10	1.45521905630E-10
0.0783	4.98529726800E-10	1.45972745384E-10
0.0784	5.00140256130E-10	1.46424976104E-10
0.0785	5.01755951770E-10	1.46878602051E-10
0.0786	5.03376830167E-10	1.47333627507E-10
0.0787	5.05002907755E-10	1.47790056761E-10
0.0788	5.06634201033E-10	1.48247894117E-10
0.0789	5.08270726578E-10	1.48707143892E-10
0.079	5.09912500925E-10	1.49167810418E-10
0.0791	5.11559540815E-10	1.49629898035E-10
0.0792	5.13211862883E-10	1.50093411102E-10
0.0793	5.14869483949E-10	1.50558353988E-10
0.0794	5.16532420749E-10	1.51024731075E-10
0.0795	5.18200690225E-10	1.51492546761E-10
0.0796	5.19874309216E-10	1.51961805456E-10
0.0797	5.21553294786E-10	1.52432511580E-10
0.0798	5.23237663832E-10	1.52904669573E-10
0.0799	5.24927433567E-10	1.53378283883E-10
0.08	5.26622621009E-10	1.53853358973E-10
0.0801	5.28323243388E-10	1.54329899322E-10
0.0802	5.30029317936E-10	1.54807909418E-10
0.0803	5.31740861940E-10	1.55287393768E-10
0.0804	5.33457892717E-10	1.55768356889E-10
0.0805	5.35180427720E-10	1.56250803311E-10
0.0806	5.36908484331E-10	1.56734737581E-10
0.0807	5.38642080129E-10	1.57220164257E-10
0.0808	5.40381232597E-10	1.57707087915E-10
0.0809	5.42125959403E-10	1.58195513137E-10
0.081	5.43876278222E-10	1.58685444528E-10
0.0811	5.45632206715E-10	1.59176886701E-10
0.0812	5.47393762758E-10	1.59669844285E-10
0.0813	5.49160964092E-10	1.60164321923E-10
0.0814	5.50933828654E-10	1.60660324271E-10
0.0815	5.52712374386E-10	1.61157856001E-10
0.0816	5.54496619310E-10	1.61656921798E-10
0.0817	5.56286581451E-10	1.62157526361E-10
0.0818	5.58082278918E-10	1.62659674405E-10
0.0819	5.59883729936E-10	1.63163370655E-10
0.082	5.61690952653E-10	1.63668619857E-10
0.0821	5.63503965452E-10	1.64175426765E-10
0.0822	5.65322786589E-10	1.64683796151E-10
0.0823	5.67147434486E-10	1.65193732802E-10
0.0824	5.68977927627E-10	1.65705241517E-10
0.0825	5.70814284476E-10	1.66218327107E-10
0.0826	5.72656523672E-10	1.66732994409E-10
0.0827	5.74504663769E-10	1.67249248260E-10
0.0828	5.76358723518E-10	1.67767093521E-10
0.0829	5.78218721627E-10	1.68286535067E-10
0.083	5.80084676895E-10	1.68807577785E-10
0.0831	5.81956608187E-10	1.69330226576E-10
0.0832	5.83834534461E-10	1.69854486361E-10
0.0833	5.85718474653E-10	1.70380362070E-10
0.0834	5.87608447827E-10	1.70907858651E-10
0.0835	5.89504473037E-10	1.71436981069E-10
0.0836	5.91406569488E-10	1.71967734299E-10
0.0837	5.93314756392E-10	1.72500123336E-10
0.0838	5.95229052997E-10	1.73034153186E-10
0.0839	5.97149478659E-10	1.73569828872E-10
0.084	5.99076052786E-10	1.74107155435E-10
0.0841	6.01008794777E-10	1.74646137925E-10
0.0842	6.02947724233E-10	1.75186781414E-10
0.0843	6.04892860665E-10	1.75729090984E-10
0.0844	6.06844223721E-10	1.76273071736E-10
0.0845	6.08801833151E-10	1.76818728785E-10
0.0846	6.10765708669E-10	1.77366067261E-10
0.0847	6.12735870078E-10	1.77915092310E-10
0.0848	6.14712337325E-10	1.78465809094E-10
0.0849	6.16695130306E-10	1.79018222792E-10
0.085	6.18684269045E-10	1.79572338595E-10
0.0851	6.20679773626E-10	1.80128161712E-10
0.0852	6.22681664125E-10	1.80685697368E-10
0.0853	6.24689960813E-10	1.81244950804E-10
0.0854	6.26704683889E-10	1.81805927276E-10
0.0855	6.28725853701E-10	1.82368632055E-10
0.0856	6.30753490611E-10	1.82933070431E-10
0.0857	6.32787615117E-10	1.83499247707E-10
0.0858	6.34828247655E-10	1.84067169203E-10
0.0859	6.36875408844E-10	1.84636840255E-10
0.086	6.38929119316E-10	1.85208266218E-10
0.0861	6.40989399765E-10	1.85781452459E-10
0.0862	6.43056270948E-10	1.86356404362E-10
0.0863	6.45129753707E-10	1.86933127330E-10
0.0864	6.47209868970E-10	1.87511626778E-10
0.0865	6.49296637633E-10	1.88091908145E-10
0.0866	6.51390080747E-10	1.88673976875E-10
0.0867	6.53490219410E-10	1.89257838441E-10
0.0868	6.55597074749E-10	1.89843498323E-10
0.0869	6.57710668059E-10	1.90430962022E-10
0.087	6.59831020523E-10	1.91020235054E-10
0.0871	6.61958153589E-10	1.91611322954E-10
0.0872	6.64092088590E-10	1.92204231271E-10
0.0873	6.66232847075E-10	1.92798965571E-10
0.0874	6.68380450558E-10	1.93395531440E-10
0.0875	6.70534920692E-10	1.93993934479E-10
0.0876	6.72696279120E-10	1.94594180303E-10
0.0877	6.74864547621E-10	1.95196274548E-10
0.0878	6.77039748020E-10	1.95800222867E-10
0.0879	6.79221902204E-10	1.96406030928E-10
0.088	6.81411032099E-10	1.97013704416E-10
0.0881	6.83607159775E-10	1.97623249034E-10
0.0882	6.85810307266E-10	1.98234670505E-10
0.0883	6.88020496770E-10	1.98847974563E-10
0.0884	6.90237750531E-10	1.99463166966E-10
0.0885	6.92462090804E-10	2.00080253485E-10
0.0886	6.94693539990E-10	2.00699239912E-10
0.0887	6.96932120505E-10	2.01320132051E-10
0.0888	6.99177854856E-10	2.01942935730E-10
0.0889	7.01430765645E-10	2.02567656789E-10
0.089	7.03690875462E-10	2.03194301091E-10
0.0891	7.05958207069E-10	2.03822874511E-10
0.0892	7.08232783245E-10	2.04453382948E-10
0.0893	7.10514626808E-10	2.05085832314E-10
0.0894	7.12803760725E-10	2.05720228541E-10
0.0895	7.15100208005E-10	2.06356577575E-10
0.0896	7.17403991671E-10	2.06994885389E-10
0.0897	7.19715134897E-10	2.07635157964E-10
0.0898	7.22033660843E-10	2.08277401306E-10
0.0899	7.24359592872E-10	2.08921621436E-10
0.09	7.26692954311E-10	2.09567824393E-10
0.0901	7.29033768505E-10	2.10216016236E-10
0.0902	7.31382059102E-10	2.10866203041E-10
0.0903	7.33737849536E-10	2.11518390903E-10
0.0904	7.36101163542E-10	2.12172585934E-10
0.0905	7.38472024799E-10	2.12828794268E-10
0.0906	7.40850457107E-10	2.13487022053E-10
0.0907	7.43236484334E-10	2.14147275459E-10
0.0908	7.45630130427E-10	2.14809560672E-10
0.0909	7.48031419342E-10	2.15473883901E-10
0.091	7.50440375273E-10	2.16140251366E-10
0.0911	7.52857022268E-10	2.16808669315E-10
0.0912	7.55281384664E-10	2.17479144009E-10
0.0913	7.57713486681E-10	2.18151681729E-10
0.0914	7.60153352797E-10	2.18826288775E-10
0.0915	7.62601007353E-10	2.19502971469E-10
0.0916	7.65056475025E-10	2.20181736146E-10
0.0917	7.67519780301E-10	2.20862589165E-10
0.0918	7.69990947976E-10	2.21545536902E-10
0.0919	7.72470002737E-10	2.22230585756E-10
0.092	7.74956969445E-10	2.22917742139E-10
0.0921	7.77451873018E-10	2.23607012486E-10
0.0922	7.79954738490E-10	2.24298403254E-10
0.0923	7.82465590899E-10	2.24991920915E-10
0.0924	7.84984455380E-10	2.25687571960E-10
0.0925	7.87511357166E-10	2.26385362905E-10
0.0926	7.90046321574E-10	2.27085300281E-10
0.0927	7.92589374016E-10	2.27787390640E-10
0.0928	7.95140539871E-10	2.28491640555E-10
0.0929	7.97699844763E-10	2.29198056615E-10
0.093	8.00267314277E-10	2.29906645435E-10
0.0931	8.02842974075E-10	2.30617413645E-10
0.0932	8.05426850007E-10	2.31330367897E-10
0.0933	8.08018967861E-10	2.32045514862E-10
0.0934	8.10619353612E-10	2.32762861232E-10
0.0935	8.13228033228E-10	2.33482413719E-10
0.0936	8.15845032896E-10	2.34204179056E-10
0.0937	8.18470378710E-10	2.34928163995E-10
0.0938	8.21104096955E-10	2.35654375307E-10
0.0939	8.23746213940E-10	2.36382819789E-10
0.094	8.26396756159E-10	2.37113504251E-10
0.0941	8.29055750020E-10	2.37846435531E-10
0.0942	8.31723222150E-10	2.38581620482E-10
0.0943	8.34399199225E-10	2.39319065978E-10
0.0944	8.37083707974E-10	2.40058778920E-10
0.0945	8.39776775229E-10	2.40800766221E-10
0.0946	8.42478427882E-10	2.41545034819E-10
0.0947	8.45188692950E-10	2.42291591676E-10
0.0948	8.47907597483E-10	2.43040443770E-10
0.0949	8.50635168692E-10	2.43791598103E-10
0.095	8.53371433755E-10	2.44545061694E-10
0.0951	8.56116420044E-10	2.45300841589E-10
0.0952	8.58870154987E-10	2.46058944853E-10
0.0953	8.61632665977E-10	2.46819378570E-10
0.0954	8.64403980740E-10	2.47582149847E-10
0.0955	8.67184126837E-10	2.48347265816E-10
0.0956	8.69973132019E-10	2.49114733621E-10
0.0957	8.72771024202E-10	2.49884560437E-10
0.0958	8.75577831222E-10	2.50656753458E-10
0.0959	8.78393581131E-10	2.51431319897E-10
0.096	8.81218302016E-10	2.52208266992E-10
0.0961	8.84052022037E-10	2.52987601999E-10
0.0962	8.86894769476E-10	2.53769332201E-10
0.0963	8.89746572661E-10	2.54553464899E-10
0.0964	8.92607460100E-10	2.55340007417E-10
0.0965	8.95477460260E-10	2.56128967099E-10
0.0966	8.98356601727E-10	2.56920351320E-10
0.0967	9.01244913318E-10	2.57714167462E-10
0.0968	9.04142423666E-10	2.58510422943E-10
0.0969	9.07049161790E-10	2.59309125197E-10
0.097	9.09965156612E-10	2.60110281681E-10
0.0971	9.12890437142E-10	2.60913899877E-10
0.0972	9.15825032566E-10	2.61719987282E-10
0.0973	9.18768972152E-10	2.62528551429E-10
0.0974	9.21722285168E-10	2.63339599859E-10
0.0975	9.24685001060E-10	2.64153140144E-10
0.0976	9.27657149328E-10	2.64969179879E-10
0.0977	9.30638759530E-10	2.65787726681E-10
0.0978	9.33629861458E-10	2.66608788184E-10
0.0979	9.36630484761E-10	2.67432372055E-10
0.098	9.39640659376E-10	2.68258485976E-10
0.0981	9.42660415271E-10	2.69087137657E-10
0.0982	9.45689782478E-10	2.69918334827E-10
0.0983	9.48728791140E-10	2.70752085242E-10
0.0984	9.51777471523E-10	2.71588396682E-10
0.0985	9.54835853922E-10	2.72427276945E-10
0.0986	9.57903968779E-10	2.73268733856E-10
0.0987	9.60981846573E-10	2.74112775266E-10
0.0988	9.64069517984E-10	2.74959409045E-10
0.0989	9.67167013665E-10	2.75808643090E-10
0.099	9.70274364425E-10	2.76660485317E-10
0.0991	9.73391601158E-10	2.77514943673E-10
0.0992	9.76518754879E-10	2.78372026124E-10
0.0993	9.79655856581E-10	2.79231740659E-10
0.0994	9.82802937518E-10	2.80094095296E-10
0.0995	9.85960028988E-10	2.80959098072E-10
0.0996	9.89127162251E-10	2.81826757053E-10
0.0997	9.92304368908E-10	2.82697080322E-10
0.0998	9.95491680375E-10	2.83570075995E-10
0.0999	9.98689128436E-10	2.84445752209E-10
0.1	1.00189674476E-09	2.85324117121E-10
0.1001	1.00511456125E-09	2.86205178915E-10
0.1002	1.00834260980E-09	2.87088945806E-10
0.1003	1.01158092252E-09	2.87975426027E-10
0.1004	1.01482953151E-09	2.88864627837E-10
0.1005	1.01808846900E-09	2.89756559517E-10
0.1006	1.02135776742E-09	2.90651229382E-10
0.1007	1.02463745912E-09	2.91548645761E-10
0.1008	1.02792757664E-09	2.92448817013E-10
0.1009	1.03122815266E-09	2.93351751527E-10
0.101	1.03453921994E-09	2.94257457707E-10
0.1011	1.03786081122E-09	2.95165943989E-10
0.1012	1.04119295958E-09	2.96077218835E-10
0.1013	1.04453569792E-09	2.96991290728E-10
0.1014	1.04788905947E-09	2.97908168181E-10
0.1015	1.05125307743E-09	2.98827859728E-10
0.1016	1.05462778517E-09	2.99750373932E-10
0.1017	1.05801321615E-09	3.00675719381E-10
0.1018	1.06140940385E-09	3.01603904686E-10
0.1019	1.06481638200E-09	3.02534938491E-10
0.102	1.06823418429E-09	3.03468829459E-10
0.1021	1.07166284461E-09	3.04405586281E-10
0.1022	1.07510239692E-09	3.05345217673E-10
0.1023	1.07855287527E-09	3.06287732381E-10
0.1024	1.08201431382E-09	3.07233139175E-10
0.1025	1.08548674690E-09	3.08181446848E-10
0.1026	1.08897020876E-09	3.09132664228E-10
0.1027	1.09246473403E-09	3.10086800157E-10
0.1028	1.09597035717E-09	3.11043863517E-10
0.1029	1.09948711299E-09	3.12003863206E-10
0.103	1.10301503616E-09	3.12966808154E-10
0.1031	1.10655416169E-09	3.13932707319E-10
0.1032	1.11010452456E-09	3.14901569681E-10
0.1033	1.11366615982E-09	3.15873404250E-10
0.1034	1.11723910282E-09	3.16848220064E-10
0.1035	1.12082338878E-09	3.17826026184E-10
0.1036	1.12441905317E-09	3.18806831703E-10
0.1037	1.12802613158E-09	3.19790645739E-10
0.1038	1.13164465960E-09	3.20777477436E-10
0.1039	1.13527467302E-09	3.21767335970E-10
0.104	1.13891620772E-09	3.22760230534E-10
0.1041	1.14256929975E-09	3.23756170369E-10
0.1042	1.14623398503E-09	3.24755164719E-10
0.1043	1.14991029993E-09	3.25757222873E-10
0.1044	1.15359828070E-09	3.26762354139E-10
0.1045	1.15729796370E-09	3.27770567859E-10
0.1046	1.16100938559E-09	3.28781873401E-10
0.1047	1.16473258292E-09	3.29796280155E-10
0.1048	1.16846759245E-09	3.30813797549E-10
0.1049	1.17221445109E-09	3.31834435034E-10
0.105	1.17597319578E-09	3.32858202091E-10
